,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,mileage,engine_size,horsepower,Seats,Price,Age
3109,Hyundai Creta 1.6 CRDi AT SX Plus,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5,6
3110,Maruti Swift VDI BSIV,2016,45725,Diesel,Manual,First,25.2,1248,74,5,5.34,7
3111,Maruti Swift LDI BSIV,2014,105000,Diesel,Manual,First,25.2,1248,74,5,3.85,9
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,156056,Diesel,Manual,First,12.8,2494,102,8,8.5,14
3113,Hyundai Xcent 1.1 CRDi Base,2016,135000,Diesel,Manual,First,24.4,1120,71,5,4.2,7
3114,Maruti Ertiga Paseo VDI,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,6.75,7
3115,Ford Endeavour 3.2 Trend AT 4X4,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,26,7
3116,Hyundai i20 1.4 Sportz,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,8.61,4
3117,Maruti Zen Estilo LXI BS IV,2009,47000,Petrol,Manual,First,19,998,67.1,5,1.46,14
3118,Maruti Ritz VDi,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,2.8,12
3119,Maruti Alto K10 LXI CNG Optional,2018,44202,CNG,Manual,First,32.26,998,58.2,4,4,5
3120,Honda City 1.5 S MT,2014,58000,Petrol,Manual,First,17,1497,118,5,5.47,9
3121,Maruti Swift Dzire ZXi,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,2.45,14
3122,BMW X1 sDrive 20d Sportline,2014,45000,Diesel,Automatic,First,17.05,1995,184,5,21.5,9
3123,Tata Manza Aqua Safire,2010,41195,Petrol,Manual,First,15,1368,90,5,1.38,13
3124,Mahindra XUV500 W10 2WD,2016,89000,Diesel,Manual,First,16,2179,140,7,13.5,7
3125,Hyundai i10 Sportz AT,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,3.1,14
3126,Maruti Baleno Sigma 1.2,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5,5.49,7
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,9.51,6
3128,Ford Figo Petrol ZXI,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5,2.39,11
3129,Maruti Wagon R CNG LXI,2014,74663,CNG,Manual,First,33.54,998,67.04,5,3.25,9
3130,Volkswagen Vento Sport 1.2 TSI AT,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,5.65,9
3131,Mahindra Xylo D2 BS III,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,1.85,13
3132,Porsche Cayenne Base,2019,14298,Petrol,Automatic,First,13.33,2995,340,5,2.02,4
3133,Maruti Swift Dzire VDi,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,5.8,10
3134,Volkswagen Polo 1.2 MPI Highline Plus,2017,22857,Petrol,Manual,First,16.2,1199,74,5,6.9,6
3135,Hyundai Verna 1.6 VTVT,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,5.35,10
3136,Hyundai i10 Era 1.1,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,2.85,13
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,2014,81000,Diesel,Automatic,First,13,2143,204,5,22.75,9
3138,Maruti Zen LXI,1998,95150,Petrol,Manual,Third,17.3,993,60,5,0.45,25
3139,Hyundai i10 Sportz,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,4.64,10
3140,Honda Amaze S i-Dtech,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,5.27,7
3141,Tata Safari Storme VX,2016,36000,Diesel,Manual,First,14.1,2179,148,7,10,7
3142,Honda Brio 1.2 S MT,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95,8
3143,Hyundai i20 Asta,2010,30754,Petrol,Manual,First,17,1197,80,5,3.38,13
3144,Volkswagen Jetta 2012-2014 1.4 TSI,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5,16.8,5
3145,Honda Jazz Select Edition,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,1.99,13
3146,Hyundai Grand i10 Sportz,2017,33284,Petrol,Manual,First,18.9,1197,82,5,5.84,6
3147,Jaguar XF Diesel,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,36.15,7
3148,Jaguar XF 2.2 Litre Luxury,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,25.7,9
3149,Mahindra XUV500 W8 2WD,2013,130790,Diesel,Manual,First,16,2179,140,7,9.24,10
3150,Maruti S Cross DDiS 320 Alpha,2015,16607,Diesel,Manual,First,22.7,1598,118,5,7.65,8
3151,Audi A4 2.0 TDI 177  Premium Plus,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,25.31,8
3152,Renault Duster 110PS Diesel RxZ,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,4.75,10
3153,Maruti Swift Dzire VXI,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,6.69,9
3154,Volkswagen Polo Petrol Trendline 1.2L,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1,11
3155,Maruti Omni 8 Seater BSII,2012,65000,Petrol,Manual,First,19.7,796,35,8,1.55,11
3156,Hyundai Grand i10 1.2 Kappa Magna AT,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,6.84,4
3157,Tata Nano Twist XT,2014,16810,Petrol,Manual,First,25.4,624,37.5,4,1.6,9
3158,Audi A4 30 TFSI Premium Plus,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,21.73,6
3159,Volkswagen Polo 1.2 MPI Highline,2015,22000,Petrol,Manual,First,16.47,1198,74,5,4.75,8
3160,Maruti Alto 800 LXI,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45,8
3161,Mini Cooper 5 DOOR D,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,31.55,4
3162,Audi A4 New 2.0 TDI Multitronic,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25,11
3163,Ford Endeavour Titanium 4X2,2019,14648,Diesel,Manual,First,12.62,2198,158,7,27.36,4
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,2013,100000,Petrol,Manual,Second,15.8,1499,110,5,6.5,10
3165,Hyundai Grand i10 Magna,2016,22000,Petrol,Manual,First,18.9,1197,82,5,4.25,7
3166,Chevrolet Sail 1.2 LS,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5,5.5,9
3167,Maruti Swift Dzire LXI,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,4,8
3168,Tata Zest Revotron 1.2T XM,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,4.65,6
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,15000,Diesel,Automatic,First,19.27,2143,170,5,28.5,8
3170,Chevrolet Cruze LTZ,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5,7.11,9
3171,Maruti Ritz VDi,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5,3.9,10
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5,5.6,6
3173,Maruti Dzire LDI,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,2.25,11
3174,Hyundai Verna 1.6 SX,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5,3.9,12
3175,Jaguar XF Diesel,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5,28.63,9
3176,Skoda Superb Elegance 1.8 TSI AT,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25,10
3177,Maruti Wagon R LXI,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5,2,17
3178,Volkswagen Polo Petrol Highline 1.2L,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5,3.5,12
3179,Honda Civic 2010-2013 1.8 S MT,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5,5,12
3180,Maruti Eeco CNG 5 Seater AC,2015,47001,CNG,Manual,First,20,1196,63,5,3.72,8
3181,Maruti Wagon R VXI,2014,52000,Petrol,Manual,First,22.5,998,67.04,5,3.45,9
3182,Maruti Swift Dzire VDI,2013,43284,Diesel,Manual,First,23.4,1248,74,5,4.5,10
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,23875,Petrol,Automatic,First,13,1591,121.3,5,14.36,5
3184,Hyundai Grand i10 Asta,2016,51866,Petrol,Manual,First,18.9,1197,82,5,5.5,7
3185,Nissan Micra Diesel XV Premium,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,3,10
3186,Hyundai Grand i10 1.2 Kappa Asta,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,6.08,6
3187,Volkswagen Vento Diesel Highline,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5,5,10
3188,Toyota Fortuner 4x2 AT,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7,20.25,8
3189,Hyundai Santro GS zipDrive - Euro II,2002,67000,Petrol,Manual,Third,0,999,null ,5,1.2,21
3190,Toyota Innova Crysta 2.8 GX AT,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,18,5
3191,Mercedes-Benz A Class A180 CDI,2015,48300,Diesel,Automatic,First,20,2143,107.3,5,17.5,8
3192,Hyundai EON D Lite,2013,30000,Petrol,Manual,First,21.1,814,55.2,5,2.1,10
3193,Hyundai Elantra CRDi SX,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5,7.5,11
3194,Mini Cooper 3 DOOR D,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,24.77,8
3195,Renault Duster 110PS Diesel RXZ Option,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5,8.65,8
3196,Ford Endeavour 3.2 Titanium AT 4X4,2019,9000,Diesel,Automatic,First,10.91,3198,197,7,35.5,4
3197,Toyota Corolla Altis GL MT,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5,10.5,9
3198,Mahindra XUV500 W7,2018,9000,Diesel,Manual,First,14,2179,155,7,13,5
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,26.5,11
3200,Maruti Wagon R LX BSIII,2004,60000,Petrol,Manual,Second,17.3,1061,64,5,1.4,19
3201,Honda City i VTEC SV,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5,7.51,6
3202,Maruti Swift VDI,2014,50000,Diesel,Manual,First,22.9,1248,74,5,4.3,9
3203,Honda City i-VTEC CVT VX,2015,19000,Petrol,Automatic,First,18,1497,117.3,5,8.95,8
3204,Maruti Ertiga VDI,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7,6.91,8
3205,Renault Duster 110PS Diesel RxZ,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5,9.75,7
3206,Maruti Swift Dzire VDi,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5,4,13
3207,Maruti Ritz VDi,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5,3.65,12
3208,Mahindra XUV500 W8 4WD,2013,78000,Diesel,Manual,First,15.1,2179,140,7,10.75,10
3209,Honda Brio S MT,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5,4.51,8
3210,Mercedes-Benz M-Class ML 350 4Matic,2016,22769,Diesel,Automatic,First,0,2987,165,5,49.22,7
3211,Tata Manza Club Class Quadrajet90 LS,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5,3.7,9
3212,Toyota Innova 2.5 V Diesel 7-seater,2014,158793,Diesel,Manual,First,12.8,2494,102,7,12.99,9
3213,Maruti Swift VXI,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5,4.15,8
3214,Hyundai Verna 1.6 EX VTVT,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5,4.4,11
3215,Honda Mobilio S i VTEC,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7,4.25,8
3216,Honda Amaze S i-Vtech,2017,32005,Petrol,Manual,First,18,1198,86.7,5,4.25,6
3217,Honda City i-VTEC CVT VX,2017,35000,Petrol,Automatic,First,18,1497,117.3,5,7.7,6
3218,Land Rover Range Rover 2.2L Dynamic,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5,39.75,8
3219,Honda City i-VTEC V,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5,8.5,6
3220,Mercedes-Benz E-Class 280 Elegance,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5,7,15
3221,Ford Ikon 1.3 Flair,2002,65134,Petrol,Manual,Third,13.8,1299,70,5,0.8,21
3222,Toyota Fortuner 4x2 Manual,2013,71000,Diesel,Manual,First,13,2982,168.5,7,15.25,10
3223,Maruti A-Star Vxi,2008,51366,Petrol,Manual,First,19,998,66.1,5,2.25,15
3224,Tata Sumo EX,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7,4.85,7
3225,Honda City V AT,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,6.42,11
3226,Nissan Micra XV D,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,2.5,11
3227,Hyundai Verna SX CRDi AT,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5,5.75,12
3228,Maruti 800 Std,2003,52000,Petrol,Manual,First,16.1,796,37,4,0.5,20
3229,Mahindra XUV500 W8 4WD,2015,42999,Diesel,Manual,First,15.1,2179,140,7,11.52,8
3230,Maruti SX4 VDI,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5,4.5,9
3231,Hyundai i20 Sportz AT 1.4,2013,72000,Petrol,Automatic,First,15,1396,98.6,5,4.75,10
3232,Hyundai Creta 1.6 CRDi SX,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5,13.54,4
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,59630,Diesel,Automatic,First,13,2143,201.1,5,23.41,8
3234,Toyota Fortuner 4x2 AT,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7,19.25,10
3235,Volvo S60 D4 KINETIC,2015,34000,Diesel,Automatic,First,9,1984,181,5,20,8
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2011,70000,Diesel,Automatic,First,14.21,2143,203,5,13,12
3237,Honda Aord 2.4 Elegance M/T,2010,80000,Petrol,Manual,First,10.2,2354,180,5,3.99,13
3238,Honda Amaze S i-Dtech,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5,4.65,8
3239,Maruti Dzire ZDI,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5,4.65,10
3240,Maruti Swift LXI,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,3.15,10
3241,Toyota Corolla Altis G HV AT,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5,8.25,10
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5,65,11
3243,Maruti Swift VDI,2012,63000,Diesel,Manual,First,22.9,1248,74,5,4.5,11
3244,Jeep Compass 2.0 Limited Option 4X4,2017,15050,Diesel,Manual,First,16.3,1956,170,5,17.5,6
3245,Maruti Swift VXI BSIV,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5,4.31,7
3246,Honda Jazz 1.2 SV i VTEC,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5,6.2,7
3247,Toyota Etios GD,2011,79000,Diesel,Manual,First,23.59,1364,null ,5,4.67,12
3248,Volkswagen Polo Petrol Trendline 1.2L,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5,3.32,12
3249,Honda Civic 2006-2010 1.8 V AT,2011,62000,Petrol,Automatic,First,12.9,1799,130,5,3.75,12
3250,Toyota Etios G SP,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5,4.7,10
3251,Hyundai Verna 1.6 SX VTVT,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5,6.5,7
3252,Toyota Innova 2.5 G4 Diesel 8-seater,2009,185200,Diesel,Manual,First,12.8,2494,102,8,7.25,14
3253,Maruti SX4 S Cross DDiS 320 Zeta,2016,61717,Diesel,Manual,First,22.7,1598,118,5,8.94,7
3254,Ford Freestyle Titanium Plus Petrol,2018,8896,Petrol,Manual,First,19,1194,94.68,5,7.34,5
3255,Maruti Baleno Alpha 1.2,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5,6.9,7
3256,Honda Jazz V,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,5.9,7
3257,Hyundai Verna 1.6 CRDi EX AT,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5,6.75,10
3258,Honda Amaze VX i-DTEC,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5,4.1,9
3259,Audi Q3 30 TDI Premium FWD,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,27,6
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,2014,35000,Petrol,Manual,First,15,1598,103.52,5,4.5,9
3261,Audi A4 2.0 TDI 177  Premium Plus,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5,14.5,10
3262,Maruti Swift Dzire VDI,2014,75074,Diesel,Manual,First,23.4,1248,74,5,5.25,9
3263,Tata Indica Vista Quadrajet LS,2012,80000,Diesel,Manual,Second,22.3,1248,74,5,1.2,11
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8,4.95,17
3265,Renault Duster 110PS Diesel RxZ Plus,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5,7.5,10
3266,Mercedes-Benz E-Class E400 Cabriolet,2015,7501,Petrol,Automatic,First,10,2996,333,4,48,8
3267,Honda Amaze S i-Dtech,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5,4.45,8
3268,Mercedes-Benz GLE 350d,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5,59.65,5
3269,Maruti Ritz VDi,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5,4.38,8
3270,Maruti Ciaz ZDi Plus SHVS,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5,7.9,7
3271,Hyundai Santro Xing GL,2008,35268,Petrol,Manual,Second,0,1086,62,5,1.88,15
3272,BMW 5 Series 520d Sedan,2008,81000,Diesel,Automatic,Second,18.48,,,,10.5,15
3273,Maruti Baleno Delta CVT,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5,7.29,5
3274,Ford Fiesta Diesel Titanium Plus,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5,6,11
3275,Mahindra XUV500 W8 2WD,2011,126000,Diesel,Manual,Third,16,2179,140,7,6.7,12
3276,Maruti Alto LXi,2009,63000,Petrol,Manual,First,19.7,796,46.3,5,1.5,14
3277,Mini Cooper 3 DOOR D,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4,23.8,7
3278,Mahindra XUV500 W8 4WD,2014,63288,Diesel,Manual,First,15.1,2179,140,7,7.77,9
3279,Hyundai Santro Xing GLS,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5,3.32,11
3280,Maruti Swift VDI,2015,46561,Diesel,Manual,First,22.9,1248,74,5,4.94,8
3281,Mercedes-Benz A Class A180 CDI,2013,34000,Diesel,Automatic,Second,20,2143,107.3,5,11,10
3282,Renault KWID RXT,2016,48000,Petrol,Manual,First,25.17,799,53.3,5,3.4,7
3283,Maruti Swift VDI,2013,56263,Diesel,Manual,First,22.9,1248,74,5,4.17,10
3284,Maruti Zen LXI,2005,84060,Petrol,Manual,Second,17.3,993,60,5,1.25,18
3285,Hyundai Grand i10 Magna AT,2016,9000,Petrol,Automatic,First,18.9,1197,82,5,5.45,7
3286,Tata Manza Aura Quadrajet BS IV,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5,2.59,11
3287,Mahindra XUV500 W10 AWD,2015,87900,Diesel,Manual,First,16,2179,140,7,12.01,8
3288,Maruti Swift Dzire 1.2 Vxi BSIV,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5,2.45,13
3289,Audi Q3 35 TDI Quattro Premium Plus,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5,29,8
3290,Ford Fiesta 1.4 SXi TDCi,2008,83000,Diesel,Manual,Second,17.8,1399,null ,5,2.4,15
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,107000,Diesel,Automatic,First,14.84,2143,170,5,11.99,13
3292,Honda City i VTEC CVT VX,2015,51000,Petrol,Automatic,First,18,1497,117.3,5,7.9,8
3293,Toyota Innova 2.5 GX 7 STR,2010,140000,Diesel,Manual,Third,12.8,2494,102,7,6.25,13
3294,Chevrolet Beat LT,2011,48000,Petrol,Manual,Second,18.6,1199,79.4,5,1.8,12
3295,Maruti Wagon R LXI CNG,2013,62000,CNG,Manual,First,26.6,998,58.16,5,2.8,10
3296,Honda Jazz 1.2 S i VTEC,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5,4.9,8
3297,Nissan Micra XL Primo,2010,75055,Petrol,Manual,First,18.06,1198,75,5,2.25,13
3298,Maruti Ciaz AT ZXi,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5,8.89,6
3299,Toyota Fortuner 4x2 AT,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7,15,11
3300,Ford Aspire Ambiente Diesel,2018,17000,Diesel,Manual,First,26.1,1498,99,5,5.65,5
3301,Maruti Ertiga ZDI,2014,57000,Diesel,Manual,First,20.77,1248,88.8,7,7,9
3302,Maruti Alto 800 LXI,2016,9370,Petrol,Manual,First,22.74,796,47.3,5,2.95,7
3303,Honda Brio V MT,2013,53226,Petrol,Manual,First,19.4,1198,86.8,5,3.3,10
3304,Hyundai Verna Transform CRDi VGT SX ABS,2010,120000,Diesel,Manual,Second,16.2,1493,110,5,3.5,13
3305,Honda City 1.5 GXI,2007,75055,Petrol,Manual,First,12.8,1493,100,5,2.3,16
3306,Hyundai Creta 1.6 CRDi SX,2017,37247,Diesel,Manual,First,19.67,1582,126.2,5,13.69,6
3307,Toyota Etios Liva GD,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5,3.1,10
3308,Hyundai Sonata Transform 2.4 GDi MT,2014,12000,Petrol,Manual,First,13.44,2359,198.25,5,12.75,9
3309,Hyundai Creta 1.6 CRDi SX Option,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5,13.75,6
3310,Honda Jazz 1.2 SV i VTEC,2017,11000,Petrol,Manual,First,18.7,1199,88.7,5,6.75,6
3311,Volkswagen Vento Diesel Comfortline,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5,5.25,9
3312,Mahindra XUV500 W6 2WD,2015,82000,Diesel,Manual,First,16,2179,140,7,8.75,8
3313,Mahindra TUV 300 2015-2019 T8,2017,57259,Diesel,Manual,First,18.49,1493,100,7,8.87,6
3314,Honda Aord 2001-2003 2.3 VTi L AT,2010,84000,Petrol,Automatic,Second,11.1,2354,142,5,6.5,13
3315,Maruti Ertiga VDI,2012,168000,Diesel,Manual,First,20.77,1248,88.76,7,4.5,11
3316,Mahindra Ssangyong Rexton RX5,2012,73670,Diesel,Manual,First,12.83,2696,162,7,12.5,11
3317,Toyota Fortuner 4x2 AT,2014,89540,Diesel,Automatic,First,12.55,2982,168.5,7,16.8,9
3318,Maruti Ertiga ZDI,2016,85423,Diesel,Manual,First,20.77,1248,88.8,7,8.75,7
3319,Hyundai Elantra CRDi SX AT,2013,48823,Diesel,Automatic,First,19.5,1582,126.24,5,8.5,10
3320,Hyundai i10 Magna 1.2,2011,35082,Petrol,Manual,First,20.36,1197,78.9,5,2.21,12
3321,Maruti Omni MPI STD BSIV,2012,126000,Petrol,Manual,First,16.8,796,34.2,5,1.6,11
3322,Honda Amaze VX AT i-Vtech,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5,6.25,7
3323,Honda Civic 2006-2010 1.8 V AT,2007,69000,Petrol,Automatic,Second,12.9,1799,130,5,2.25,16
3324,Mercedes-Benz CLA 200 CDI Sport,2019,29836,Diesel,Automatic,First,17.9,2143,136,5,25.75,4
3325,Skoda Superb 1.8 TFSI MT,2010,48002,Petrol,Manual,Second,13.14,1798,157.8,5,6.75,13
3326,Maruti Ciaz ZDi Plus SHVS,2015,52324,Diesel,Manual,First,28.09,1248,88.5,5,6.25,8
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,65000,Diesel,Manual,First,22.7,1498,89.84,5,5.1,10
3328,Mercedes-Benz M-Class ML 320 CDI,2009,66000,Diesel,Automatic,Second,8.7,2987,224.34,5,10.75,14
3329,Hyundai Grand i10 CRDi Sportz,2016,75700,Diesel,Manual,First,24,1120,70,5,5.7,7
3330,Volkswagen Vento Diesel Breeze,2013,43000,Diesel,Manual,First,20.5,1598,105,5,5.95,10
3331,Chevrolet Beat Diesel LT,2012,42706,Diesel,Manual,First,25.44,936,56.3,5,2.4,11
3332,Mahindra Quanto C6,2013,35000,Diesel,Manual,First,17.21,1493,100,7,3.49,10
3333,Hyundai i10 Asta 1.2 AT with Sunroof,2011,54348,Petrol,Automatic,First,19.2,1197,80,5,4,12
3334,Toyota Etios Liva 1.4 GD,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,3.85,10
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,2010,63298,Petrol,Automatic,First,14.53,1794,138.1,5,3.95,13
3336,Hyundai i10 Magna 1.2,2013,75049,Petrol,Manual,Second,20.36,1197,78.9,5,3,10
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,24237,Petrol,Manual,First,18.16,1196,86.8,5,6.7,5
3338,Maruti Ritz ZXi,2016,22767,Petrol,Manual,First,18.5,1197,85.8,5,6.14,7
3339,Hyundai i20 Sportz AT 1.4,2012,58000,Petrol,Automatic,Second,15,1396,98.6,5,4.4,11
3340,Maruti Swift Dzire LDI,2017,57000,Diesel,Manual,First,26.59,1248,74,5,4.25,6
3341,BMW 7 Series 2007-2012 750Li,2010,50161,Petrol,Automatic,First,8.77,4395,402,5,25.93,13
3342,Maruti S Cross DDiS 320 Alpha,2016,45000,Diesel,Manual,First,22.7,1598,118,5,7,7
3343,Toyota Fortuner 4x4 AT,2017,68319,Diesel,Automatic,First,12.55,2982,168.5,7,25.12,6
3344,Hyundai EON 1.0 Magna Plus Option O,2017,30711,Petrol,Manual,First,20.3,998,68.05,5,4.45,6
3345,Hyundai i20 1.4 CRDi Magna,2011,38277,Diesel,Manual,First,21.9,1396,90,5,2.4,12
3346,Volkswagen Vento Diesel Highline,2012,115000,Diesel,Manual,Second,20.54,1598,103.6,5,4.33,11
3347,Maruti Swift Dzire VXi AT,2017,46849,Petrol,Automatic,First,18.5,1197,83.14,5,6.93,6
3348,Hyundai i20 Magna 1.4 CRDi,2014,64000,Diesel,Manual,First,21.9,1396,90,5,4.25,9
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,130923,Diesel,Automatic,First,14.21,2143,203,5,12.5,13
3350,Hyundai Grand i10 Sportz,2015,15000,Petrol,Manual,First,18.9,1197,82,5,4.9,8
3351,Hyundai i20 1.4 CRDi Sportz,2014,32720,Diesel,Manual,First,23,1396,90,5,4.5,9
3352,Renault KWID RXT,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,3,7
3353,Hyundai Xcent 1.2 Kappa AT SX Option,2015,59800,Petrol,Automatic,First,16.9,1197,82,5,5.8,8
3354,Volkswagen Vento Petrol Highline,2011,54211,Petrol,Manual,First,15.04,1598,103.6,5,3.33,12
3355,Chevrolet Cruze LTZ AT,2015,62242,Diesel,Automatic,First,14.39,1998,163.7,5,6.62,8
3356,Nissan Terrano XL 110 PS,2015,54000,Diesel,Manual,Second,19.01,1461,108.5,5,5.75,8
3357,Hyundai Verna 1.6 SX,2012,65000,Diesel,Manual,First,22.32,1582,126.32,5,6.2,11
